id,edo,mes,anio,mpio,hora,minutos,dia,diasemana,urbana,suburbana,tipaccid,automovil,campasaj,microbus,pascamion,omnibus,tranvia,camioneta,camion,tractor,ferrocarri,motociclet,bicicleta,otrovehic,causaacci,caparod,sexo,aliento,cinturon,edad,condmuerto,condherido,pasamuerto,pasaherido,peatmuerto,peatherido,ciclmuerto,ciclherido,otromuerto,otroherido,totmuertos,totheridos,clase,calle1,calle2,carretera,longitud,latitud,fechahora,severidad,hay_muertos,hay_heridos,solo_daños_materiales,severidad_cat,franja_horaria
1045991-703-100343207,9,1,2022,2,6,52,1,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,40,0,0,0,0,0,0,0,0,0,0,0,0,3,AQUILES SERDÁN,PUENTE DE GUERRA,NAN,-99.1992566,19.49623442,2022-01-01 06:52:00,0,False,False,True,leve,Mañana
1045991-703-100343208,9,1,2022,2,9,0,2,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,34,0,0,0,0,0,0,0,0,0,0,0,0,3,AQUILES SERDÁN,16 DE SEPTIEMBRE,NAN,-99.19464778,19.49009096,2022-01-02 09:00:00,0,False,False,True,leve,Mañana
1045991-703-100343209,9,1,2022,2,16,46,2,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,31,0,0,1,0,0,0,0,0,0,0,1,0,1,EGIPTO,EJE 3 NORTE AVENIDA CUITLÁHUAC,NAN,-99.17782546,19.46206748,2022-01-02 16:46:00,10,True,False,False,muy grave,Tarde
1045991-703-100343210,9,1,2022,2,10,10,8,6,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,6,9,32,0,1,0,0,0,0,0,0,0,0,0,1,2,COLIMA,EJE 3 PONIENTE SALAMANCA,NAN,-99.16922657,19.41776455,2022-01-08 10:10:00,3,False,True,False,moderada,Mañana
1045991-703-100343211,9,1,2022,2,17,26,10,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,56,0,0,0,0,0,0,0,0,0,0,0,0,3,ASPIROS,EJE 3 NORTE CALZADA CAMARONES,NAN,-99.18344388,19.47640423,2022-01-10 17:26:00,0,False,False,True,leve,Tarde
1045991-703-100343212,9,1,2022,2,6,12,15,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,44,0,1,1,0,0,0,0,0,0,0,1,1,1,CALZADA COLTONGO,EJE 1 PONIENTE CALZADA VALLEJO,NAN,-99.14830991,19.47910765,2022-01-15 06:12:00,13,True,True,False,muy grave,Mañana
1045991-703-100343216,9,1,2022,2,6,58,18,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,45,0,0,0,0,0,0,0,0,0,0,0,0,3,3 NORTE (CUITLÁHUAC),EJE 1 PONIENTE CALZADA VALLEJO,NAN,-99.1460529,19.47312756,2022-01-18 06:58:00,0,False,False,True,leve,Mañana
1045991-703-100343218,9,1,2022,2,11,31,23,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,45,0,0,0,0,0,0,0,0,0,0,0,0,3,3 NORTE (TOCHTLI),TEZOZÓMOC,NAN,-99.19865115,19.48004938,2022-01-23 11:31:00,0,False,False,True,leve,Mañana
1045991-703-100343220,9,1,2022,2,11,15,26,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,64,0,0,0,0,0,0,0,0,0,0,0,0,3,3 NORTE (CALZADA CAMARONES),AQUILES ELORDUY,NAN,-99.1812646,19.47365886,2022-01-26 11:15:00,0,False,False,True,leve,Mañana
1045991-703-100343222,9,1,2022,2,15,27,26,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,40,0,0,0,0,0,0,0,0,0,0,0,0,3,RANCHO ESMERALDA,HACIENDA SOTELO,NAN,-99.20538878,19.50153895,2022-01-26 15:27:00,0,False,False,True,leve,Tarde
1045991-703-100343226,9,1,2022,2,2,41,30,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,7,23,0,0,0,0,0,0,0,0,0,0,0,0,3,3 NORTE (CUITLÁHUAC),TORONJA,NAN,-99.17195363,19.46962748,2022-01-30 02:41:00,0,False,False,True,leve,Madrugada
1046084-999-0,9,1,2022,2,6,45,10,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,5,7,45,0,0,0,0,0,0,0,0,0,0,0,0,3,FF. CC. NACIONALES,EJE 3 NORTE SAN ISIDRO,NAN,-99.19001269,19.47958132,2022-01-10 06:45:00,0,False,False,True,leve,Mañana
1046084-999-1,9,1,2022,2,8,19,18,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,33,0,0,0,0,0,0,0,0,0,0,0,0,3,SALÓNICA,EJE 3 NORTE CALZADA CAMARONES,NAN,-99.17876048,19.47057867,2022-01-18 08:19:00,0,False,False,True,leve,Mañana
1046084-999-2,9,1,2022,2,5,0,21,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,32,0,0,0,0,0,0,0,0,0,0,0,0,3,ENCARNACIÓN ORTIZ,6,NAN,-99.14968922,19.46584015,2022-01-21 05:00:00,0,False,False,True,leve,Madrugada
1046084-999-3,9,1,2022,2,12,30,27,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,70,0,0,0,0,0,0,0,0,0,0,0,0,3,COOK,CALLE 15,NAN,-99.15933659,19.47520717,2022-01-27 12:30:00,0,False,False,True,leve,Tarde
1046084-999-4,9,1,2022,2,7,25,29,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,26,0,0,0,0,0,0,0,0,0,0,0,0,3,CALZADA DE LAS ARMAS,HACIENDA DE NARVARTE,NAN,-99.21144033,19.5067254,2022-01-29 07:25:00,0,False,False,True,leve,Mañana
1048300-999-1,9,2,2022,2,7,0,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,31,0,0,0,0,0,0,0,0,0,0,0,0,3,INTERIOR (PASEO DE LAS JACARANDAS),EJE 1 PONIENTE CALZADA VALLEJO,NAN,-99.14314263,19.46505603,2022-02-02 07:00:00,0,False,False,True,leve,Mañana
1048300-999-10,9,2,2022,2,10,45,15,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,20,0,0,0,0,0,0,0,0,0,0,0,0,3,5 NORTE (PONIENTE 140),EJE 5 NORTE PONIENTE 140,NAN,-99.15698052,19.49581246,2022-02-15 10:45:00,0,False,False,True,leve,Mañana
1048300-999-11,9,2,2022,2,17,5,16,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,7,38,0,0,0,0,0,0,0,0,0,0,0,0,3,3 NORTE (CALZADA SAN ISIDRO),TERCERA CERRADA SAN ISIDRO,NAN,-99.2020784,19.48340283,2022-02-16 17:05:00,0,False,False,True,leve,Tarde
1048300-999-12,9,2,2022,2,8,40,21,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,18,0,0,0,0,0,0,0,0,0,0,0,0,3,HACIENDA DE NARVARTE,HACIENDA DEL ROSARIO,NAN,-99.20698228,19.50085352,2022-02-21 08:40:00,0,False,False,True,leve,Mañana
1048300-999-13,9,2,2022,2,22,30,24,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,63,0,0,0,0,0,0,0,0,0,0,0,0,3,PLAN DE SAN LUIS,CLAVEL,NAN,-99.16754029,19.45883234,2022-02-24 22:30:00,0,False,False,True,leve,Noche
1048300-999-14,9,2,2022,2,14,0,26,6,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,7,47,0,0,0,0,0,0,0,0,0,0,0,0,3,CERDEÑA,CERDEÑA,NAN,-99.16474587,19.47704387,2022-02-26 14:00:00,0,False,False,True,leve,Tarde
1048300-999-15,9,2,2022,2,18,15,26,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,41,0,0,0,0,0,0,0,0,0,0,0,0,3,CEYLÁN,BOULEVARD DE LOS FERROCARRILES,NAN,-99.16410311,19.47889956,2022-02-26 18:15:00,0,False,False,True,leve,Noche
1048300-999-2,9,2,2022,2,16,30,3,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,60,0,0,0,0,0,0,0,0,0,0,0,0,3,NILO,EJE 3 NORTE AVENIDA CUITLÁHUAC,NAN,-99.17723326,19.46679107,2022-02-03 16:30:00,0,False,False,True,leve,Tarde
1048300-999-3,9,2,2022,2,19,30,5,6,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,5,7,39,0,0,0,0,0,0,0,0,0,0,0,0,3,JARDÍN,ENCARNACIÓN ORTIZ,NAN,-99.15927614,19.47139449,2022-02-05 19:30:00,0,False,False,True,leve,Noche
1048300-999-4,9,2,2022,2,3,40,6,7,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,23,0,0,0,0,0,0,0,0,0,0,0,0,3,BIÓLOGO MAXIMINO MARTÍNEZ,NORTE 77,NAN,-99.17697149,19.46189177,2022-02-06 03:40:00,0,False,False,True,leve,Madrugada
1048300-999-5,9,2,2022,2,15,0,6,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,34,0,0,0,0,0,0,0,0,0,0,0,0,3,INVIERNO,AQUILES SERDÁN,NAN,-99.18962097,19.47020143,2022-02-06 15:00:00,0,False,False,True,leve,Tarde
1048300-999-6,9,2,2022,2,7,15,8,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,5,7,26,0,0,0,0,0,0,0,0,0,0,0,0,3,CEYLÁN,CENTRAL,NAN,-99.16312654,19.47750328,2022-02-08 07:15:00,0,False,False,True,leve,Mañana
1048300-999-7,9,2,2022,2,3,5,10,4,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,7,58,0,0,0,0,0,0,0,0,0,0,0,0,3,BOLDO,TABAQUILLO,NAN,-99.16532772,19.46793474,2022-02-10 03:05:00,0,False,False,True,leve,Madrugada
1048300-999-8,9,2,2022,2,12,30,10,4,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,7,22,0,0,0,0,0,0,0,0,0,0,0,0,3,4 NORTE (REFINERÍA AZCAPOTZALCO),CAMPO NUEVO LIMÓN,NAN,-99.1882428,19.49145774,2022-02-10 12:30:00,0,False,False,True,leve,Tarde
1048300-999-9,9,2,2022,2,1,40,12,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,40,0,0,0,0,0,0,0,0,0,0,0,0,3,TEZOZÓMOC,AQUILES SERDÁN,NAN,-99.19473828,19.48974945,2022-02-12 01:40:00,0,False,False,True,leve,Madrugada
1048319-999-0,9,1,2022,2,11,44,23,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3 NORTE (CALZADA SAN ISIDRO),TEZOZÓMOC,NAN,-99.19764766,19.48228394,2022-01-23 11:44:00,0,False,False,True,leve,Mañana
1051228-999-0,9,1,2022,2,0,0,23,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3 NORTE (CALZADA SAN ISIDRO),TEZOZÓMOC,NAN,-99.19765534,19.4822868,2022-01-23 00:00:00,0,False,False,True,leve,Madrugada
1051330-999-0,9,2,2022,2,13,30,28,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,25,0,0,0,0,0,0,0,0,0,0,0,0,3,SALÓNICA,EJE 3 NORTE CALZADA CAMARONES,NAN,-99.17876183,19.4705812,2022-02-28 13:30:00,0,False,False,True,leve,Tarde
1051344-703-100343541,9,3,2022,2,18,4,5,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3,3 NORTE (CALZADA CAMARONES),3 NORTE (CUITLÁHUAC),NAN,-99.17615743,19.46819448,2022-03-05 18:04:00,0,False,False,True,leve,Noche
1051344-703-100343542,9,3,2022,2,10,51,9,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,37,0,1,0,0,0,0,0,0,0,0,0,1,2,4 NORTE (CALZADA AZCAPOTZALCO-LA VILLA),CEYLÁN,NAN,-99.16873063,19.49081137,2022-03-09 10:51:00,3,False,True,False,moderada,Mañana
1051344-703-100343543,9,3,2022,2,11,6,9,3,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,6,9,40,0,1,0,0,0,0,0,0,0,0,0,1,2,PONIENTE 122,EJE 1 PONIENTE CALZADA VALLEJO,NAN,-99.15063829,19.48530851,2022-03-09 11:06:00,3,False,True,False,moderada,Mañana
1051344-703-100343544,9,3,2022,2,22,38,9,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,30,0,0,0,0,0,0,0,0,0,0,0,0,3,TÉCPAN,AQUILES SERDÁN,NAN,-99.18857546,19.48107308,2022-03-09 22:38:00,0,False,False,True,leve,Noche
1051344-703-100343545,9,3,2022,2,0,5,11,5,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,6,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3,AQUILES SERDÁN,TIERRA NUEVA,NAN,-99.20327152,19.50036597,2022-03-11 00:05:00,0,False,False,True,leve,Madrugada
1051344-703-100343546,9,3,2022,2,11,26,17,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,AQUILES SERDÁN,INVIERNO,NAN,-99.189061,19.46997575,2022-03-17 11:26:00,0,False,False,True,leve,Mañana
1051344-703-100343547,9,3,2022,2,12,19,17,4,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,6,9,33,0,0,0,0,0,0,0,0,0,0,0,0,3,AQUILES SERDÁN,16 DE SEPTIEMBRE,NAN,-99.19463999,19.49008486,2022-03-17 12:19:00,0,False,False,True,leve,Tarde
1051344-703-100343552,9,3,2022,2,14,5,19,6,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,6,9,54,0,0,0,0,0,0,0,0,0,0,0,0,3,EL ROSARIO,PROLONGACIÓN SAN CARLOS,NAN,-99.19865526,19.5002693,2022-03-19 14:05:00,0,False,False,True,leve,Tarde
1051344-703-100343553,9,3,2022,2,23,22,19,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,LAURO VILLAR,CALZADA DE LAS ARMAS,NAN,-99.21432187,19.49562366,2022-03-19 23:22:00,0,False,False,True,leve,Noche
1051344-703-100343554,9,3,2022,2,1,18,20,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,28,0,0,0,0,0,0,0,0,0,0,0,0,3,13,EJE 1 PONIENTE CALZADA VALLEJO,NAN,-99.14581725,19.47250341,2022-03-20 01:18:00,0,False,False,True,leve,Madrugada
1051344-703-100343555,9,3,2022,2,23,38,20,7,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,31,0,0,0,0,0,1,0,0,0,0,0,1,2,FF. CC. NACIONALES,AQUILES SERDÁN,NAN,-99.189652,19.48554145,2022-03-20 23:38:00,3,False,True,False,moderada,Noche
1051344-703-100343557,9,3,2022,2,17,12,21,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3,PONIENTE 134,PONIENTE 134,NAN,-99.15321014,19.49208938,2022-03-21 17:12:00,0,False,False,True,leve,Tarde
1051344-703-100343558,9,3,2022,2,15,56,23,3,1,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,6,9,38,0,0,0,0,0,0,0,0,0,0,0,0,3,3 NORTE (CUITLÁHUAC),10,NAN,-99.15617546,19.47354411,2022-03-23 15:56:00,0,False,False,True,leve,Tarde
1051344-703-100343559,9,3,2022,2,17,9,23,3,1,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,6,9,53,0,0,0,0,0,0,0,0,0,0,0,0,3,5 NORTE (AVENIDA DE LAS CULTURAS),AVENIDA DE LAS CULTURAS,NAN,-99.19372114,19.51120254,2022-03-23 17:09:00,0,False,False,True,leve,Tarde
1051344-703-100343560,9,3,2022,2,19,49,23,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,9,33,0,0,0,0,0,0,0,0,0,0,0,0,3,JUAN SARABIA,BEGONIAS,NAN,-99.16798928,19.46350628,2022-03-23 19:49:00,0,False,False,True,leve,Noche
1051344-703-100343561,9,3,2022,2,0,5,27,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,41,0,0,0,0,0,0,0,0,0,0,0,0,3,SALÓNICA,DE LAS GRANJAS,NAN,-99.17581444,19.47110314,2022-03-27 00:05:00,0,False,False,True,leve,Madrugada
1051356-999-0,9,3,2022,2,16,40,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,70,0,0,0,0,0,0,0,0,0,0,0,0,3,3 NORTE (CUITLÁHUAC),GUANÁBANA,NAN,-99.16772092,19.47096183,2022-03-01 16:40:00,0,False,False,True,leve,Tarde
1051356-999-1,9,3,2022,2,13,30,4,5,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,5,7,20,0,0,0,0,0,0,0,0,0,0,0,0,3,INVIERNO,AQUILES SERDÁN,NAN,-99.18939349,19.4699645,2022-03-04 13:30:00,0,False,False,True,leve,Tarde
1051356-999-10,9,3,2022,2,8,0,22,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,40,0,0,0,0,0,0,0,0,0,0,0,0,3,HELIÓPOLIS,FLORESTA,NAN,-99.18742205,19.46969653,2022-03-22 08:00:00,0,False,False,True,leve,Mañana
1051356-999-11,9,3,2022,2,9,30,23,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,7,25,0,0,0,0,0,0,0,0,0,0,0,0,3,JARDÍN,ENCARNACIÓN ORTIZ,NAN,-99.15918282,19.47114025,2022-03-23 09:30:00,0,False,False,True,leve,Mañana
1051356-999-12,9,3,2022,2,17,50,23,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,25,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE 1 PONIENTE CALZADA VALLEJO,JOSÉ A. CLAVE,NAN,-99.1434472,19.4666272,2022-03-23 17:50:00,0,False,False,True,leve,Tarde
1051356-999-13,9,3,2022,2,4,0,25,5,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,5,7,26,0,0,0,0,0,0,0,0,0,0,0,0,3,EJE 4 NORTE PONIENTE 128,EJE 1 PONIENTE CALZADA VALLEJO,NAN,-99.15201382,19.48895607,2022-03-25 04:00:00,0,False,False,True,leve,Madrugada
1051356-999-14,9,3,2022,2,8,45,25,5,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,7,64,0,0,0,0,0,0,0,0,0,0,0,0,3,PONIENTE 152,MARAVILLAS,NAN,-99.17367941,19.50815014,2022-03-25 08:45:00,0,False,False,True,leve,Mañana
1051356-999-2,9,3,2022,2,10,5,9,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,5,7,24,0,0,0,0,0,0,0,0,0,0,0,0,3,PLAN DE SAN LUIS,BEGONIAS,NAN,-99.16699631,19.46333023,2022-03-09 10:05:00,0,False,False,True,leve,Mañana
1051356-999-3,9,3,2022,2,10,5,9,3,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,5,7,56,0,0,0,0,0,0,0,0,0,0,0,0,3,PLAN DE SAN LUIS,CLAVELINAS,NAN,-99.16686848,19.4643725,2022-03-09 10:05:00,0,False,False,True,leve,Mañana
1051356-999-4,9,3,2022,2,10,40,9,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,5,7,32,0,0,0,0,0,0,0,0,0,0,0,0,3,PONIENTE 122,NORTE 35,NAN,-99.1559641,19.48651843,2022-03-09 10:40:00,0,False,False,True,leve,Mañana
1051356-999-5,9,3,2022,2,17,0,15,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,24,0,0,0,0,0,0,0,0,0,0,0,0,3,22,EJE 3 NORTE AVENIDA CUITLÁHUAC,NAN,-99.15001592,19.47308807,2022-03-15 17:00:00,0,False,False,True,leve,Tarde
1051356-999-6,9,3,2022,2,22,30,15,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,42,0,0,0,0,0,0,0,0,0,0,0,0,3,AZCAPOTZALCO,CAPILLA DE LOS REYES,NAN,-99.18549005,19.48554891,2022-03-15 22:30:00,0,False,False,True,leve,Noche
1051356-999-7,9,3,2022,2,12,39,16,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,7,30,0,0,0,0,0,0,0,0,0,0,0,0,3,3 NORTE (CUITLÁHUAC),EJE 1 PONIENTE CALZADA VALLEJO,NAN,-99.14605087,19.4731177,2022-03-16 12:39:00,0,False,False,True,leve,Tarde
1051356-999-8,9,3,2022,2,13,30,16,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,7,31,0,0,0,0,0,0,0,0,0,0,0,0,3,NORTE 45,BOULEVARD DE LOS FERROCARRILES,NAN,-99.16332311,19.47839855,2022-03-16 13:30:00,0,False,False,True,leve,Tarde
1051356-999-9,9,3,2022,2,12,0,18,5,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,5,7,37,0,0,0,0,0,0,0,0,0,0,0,0,3,3 NORTE (TOCHTLI),TEZOZÓMOC,NAN,-99.19865018,19.48006545,2022-03-18 12:00:00,0,False,False,True,leve,Tarde
1055880-703-100343901,9,4,2022,2,14,36,1,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,59,0,0,0,0,0,0,0,0,0,0,0,0,3,ANTONIO VALERIANO,GERANIO,NAN,-99.14927685,19.46790526,2022-04-01 14:36:00,0,False,False,True,leve,Tarde
1055880-703-100343904,9,4,2022,2,23,17,8,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,8,28,0,1,0,0,0,0,0,0,0,0,0,1,2,CAMPO MOLUCO,CAMPO FORTUNA NACIONAL,NAN,-99.20419098,19.48051149,2022-04-08 23:17:00,3,False,True,False,moderada,Noche
1055880-703-100343905,9,4,2022,2,12,42,12,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,53,0,0,0,0,0,0,0,0,0,0,0,0,3,ALBAÑILES,URANIO,NAN,-99.19847018,19.51104769,2022-04-12 12:42:00,0,False,False,True,leve,Tarde
1055880-703-100343906,9,4,2022,2,16,40,16,6,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,65,0,0,0,0,0,1,0,0,0,0,0,1,2,CALZADA DE LA NARANJA,FRANCISCO SÁNCHEZ,NAN,-99.21356134,19.47303174,2022-04-16 16:40:00,3,False,True,False,moderada,Tarde
1055880-703-100343907,9,4,2022,2,12,36,17,7,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,42,0,0,0,0,0,1,0,0,0,0,0,1,2,AZCAPOTZALCO,MIGUEL LERDO DE TEJADA,NAN,-99.18673862,19.47958612,2022-04-17 12:36:00,3,False,True,False,moderada,Tarde
1055880-703-100343908,9,4,2022,2,20,3,20,3,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,5,8,46,0,1,0,0,0,0,0,0,0,0,0,1,2,5 NORTE (PONIENTE 140),NORTE 59,NAN,-99.16469292,19.49743931,2022-04-20 20:03:00,3,False,True,False,moderada,Noche
1055880-703-100343909,9,4,2022,2,12,9,21,4,1,0,11,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,6,9,75,0,0,0,0,0,0,0,1,0,0,0,1,2,3 NORTE (MANUEL ACUÑA),CENTENARIO,NAN,-99.18705545,19.47843522,2022-04-21 12:09:00,3,False,True,False,moderada,Tarde
1055880-703-100343910,9,4,2022,2,17,36,22,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3,EMILIO CARRANZA,FRANCISCO BERTANI,NAN,-99.21268134,19.48074169,2022-04-22 17:36:00,0,False,False,True,leve,Tarde
1055880-703-100343911,9,4,2022,2,18,58,22,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,8,46,0,0,0,0,0,0,0,0,0,0,0,0,3,BIÓLOGO MAXIMINO MARTÍNEZ,NORTE 67,NAN,-99.1740238,19.46140435,2022-04-22 18:58:00,0,False,False,True,leve,Noche
1055880-703-100343912,9,4,2022,2,17,41,30,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,27,0,0,0,0,0,0,0,0,0,0,0,0,3,YUCA,CLAVELINAS,NAN,-99.17305498,19.46590277,2022-04-30 17:41:00,0,False,False,True,leve,Tarde
1055891-999-0,9,4,2022,2,0,30,1,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,22,0,0,0,0,0,0,0,0,0,0,0,0,3,3 NORTE (SANTA APOLONIA),FF. CC. NACIONALES,NAN,-99.1900776,19.47827634,2022-04-01 00:30:00,0,False,False,True,leve,Madrugada
1055891-999-1,9,4,2022,2,10,0,5,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,7,51,0,0,0,0,0,0,0,0,0,0,0,0,3,JARDÍN,CIRCUITO INTERIOR RÍO CONSULADO,NAN,-99.15873297,19.4640453,2022-04-05 10:00:00,0,False,False,True,leve,Mañana
1055891-999-10,9,4,2022,2,8,15,28,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,65,0,0,0,0,0,0,0,0,0,0,0,0,3,HIDRÓGENO,MAYAS,NAN,-99.20135933,19.5089923,2022-04-28 08:15:00,0,False,False,True,leve,Mañana
1055891-999-2,9,4,2022,2,12,0,7,4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,7,42,0,0,0,0,0,0,0,0,0,0,0,0,3,JARDÍN,ENCARNACIÓN ORTIZ,NAN,-99.15927614,19.47139449,2022-04-07 12:00:00,0,False,False,True,leve,Tarde
1055891-999-3,9,4,2022,2,15,50,7,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,32,0,0,0,0,0,0,0,0,0,0,0,0,3,COMITECOS,CIRCUITO INTERIOR RÍO CONSULADO,NAN,-99.14731238,19.46394256,2022-04-07 15:50:00,0,False,False,True,leve,Tarde
1055891-999-4,9,4,2022,2,20,10,21,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,56,0,0,0,0,0,0,0,0,0,0,0,0,3,PRIMERA PRIVADA CAMARONES,EJE 3 NORTE CALZADA CAMARONES,NAN,-99.1831422,19.4757211,2022-04-21 20:10:00,0,False,False,True,leve,Noche
